Order Date,Customer Name,Country,City,State,Region,Category,Sales,Quantity
20-07-2014,Roger Demir,United States,San Francisco,California,West,Office Supplies,89.712,6
20-07-2014,Roger Demir,United States,San Francisco,California,West,Office Supplies,22.83,3
13-03-2017,Shahid Collister,United States,Fairfield,Connecticut,East,Office Supplies,30.88,2
13-03-2017,Shahid Collister,United States,Fairfield,Connecticut,East,Office Supplies,465.16,2
13-03-2017,Shahid Collister,United States,Fairfield,Connecticut,East,Office Supplies,27.12,4
08-03-2016,Giulietta Baptist,United States,New York City,New York,East,Furniture,113.6,8
08-03-2016,Giulietta Baptist,United States,New York City,New York,East,Office Supplies,12.96,2
08-03-2016,Giulietta Baptist,United States,New York City,New York,East,Office Supplies,69.456,2
07-12-2014,Frank Preis,United States,Los Angeles,California,West,Office Supplies,8.64,3
10-07-2016,Erin Ashbrook,United States,Philadelphia,Pennsylvania,East,Technology,341.991,3
24-12-2016,Sean Christensen,United States,San Jose,California,West,Furniture,43.96,7
24-12-2016,Sean Christensen,United States,San Jose,California,West,Office Supplies,39.76,7
23-04-2017,Jay Fein,United States,Pasadena,California,West,Furniture,66.36,7
23-04-2017,Jay Fein,United States,Pasadena,California,West,Office Supplies,92.88,6
23-04-2017,Jay Fein,United States,Pasadena,California,West,Furniture,24.14,2
17-08-2017,Tom Prescott,United States,Philadelphia,Pennsylvania,East,Furniture,4416.174,9
22-05-2017,Rob Lucas,United States,Los Angeles,California,West,Office Supplies,49.56,7
09-02-2017,Sarah Bern,United States,Los Angeles,California,West,Office Supplies,354.9,5
03-03-2014,Jill Stevenson,United States,Columbus,Ohio,East,Office Supplies,15.12,3
03-03-2014,Jill Stevenson,United States,Columbus,Ohio,East,Furniture,302.45,5
03-03-2014,Jill Stevenson,United States,Columbus,Ohio,East,Office Supplies,44.672,8
04-06-2015,Becky Pak,United States,Los Angeles,California,West,Technology,119.98,2
04-06-2015,Becky Pak,United States,Los Angeles,California,West,Technology,989.97,3
27-08-2016,Elizabeth Moffitt,United States,Hollywood,Florida,South,Office Supplies,9.216,4
12-09-2016,Steve Chapman,United States,Roseville,Michigan,Central,Office Supplies,68.52,3
30-05-2016,Eugene Moren,United States,Superior,Wisconsin,Central,Office Supplies,364.74,3
30-05-2016,Eugene Moren,United States,Superior,Wisconsin,Central,Furniture,47.4,5
30-05-2016,Eugene Moren,United States,Superior,Wisconsin,Central,Office Supplies,49.76,4
30-05-2016,Eugene Moren,United States,Superior,Wisconsin,Central,Office Supplies,5.56,2
30-05-2016,Eugene Moren,United States,Superior,Wisconsin,Central,Office Supplies,629.1,6
30-05-2016,Eugene Moren,United States,Superior,Wisconsin,Central,Office Supplies,14.7,5
30-05-2016,Eugene Moren,United States,Superior,Wisconsin,Central,Office Supplies,45.36,7
30-05-2016,Eugene Moren,United States,Superior,Wisconsin,Central,Technology,125.99,1
10-06-2017,George Zrebassa,United States,Thousand Oaks,California,West,Office Supplies,14.7,7
22-10-2017,Marina Lichtenstein,United States,Philadelphia,Pennsylvania,East,Technology,32.7,5
22-10-2017,Marina Lichtenstein,United States,Philadelphia,Pennsylvania,East,Office Supplies,31.68,4
13-06-2017,Paul Gonzalez,United States,Springfield,Virginia,South,Office Supplies,181.86,7
23-11-2014,Damala Kotsonis,United States,Houston,Texas,Central,Furniture,155.372,2
16-08-2017,Sarah Jordon,United States,Columbia,Tennessee,South,Office Supplies,13.428,3
16-08-2017,Sarah Jordon,United States,Columbia,Tennessee,South,Office Supplies,67.136,4
14-01-2016,Anna Gayman,United States,Concord,North Carolina,South,Office Supplies,89.568,2
14-01-2016,Anna Gayman,United States,Concord,North Carolina,South,Furniture,315.776,8
16-09-2016,Keith Dawkins,United States,San Jose,California,West,Furniture,273.666,2
16-09-2016,Keith Dawkins,United States,San Jose,California,West,Office Supplies,17.48,4
10-10-2016,Erica Bern,United States,Greensboro,North Carolina,South,Office Supplies,20.608,2
10-10-2016,Erica Bern,United States,Greensboro,North Carolina,South,Office Supplies,4.095,3
13-11-2015,Arthur Wiediger,United States,Helena,Montana,West,Technology,339.96,5
13-11-2015,Arthur Wiediger,United States,Helena,Montana,West,Furniture,63.98,7
02-11-2014,Julie Kriz,United States,Fort Lauderdale,Florida,South,Technology,799.92,10
19-07-2016,Tracy Collins,United States,San Francisco,California,West,Technology,35.984,2
19-07-2016,Tracy Collins,United States,San Francisco,California,West,Technology,389.97,3
14-05-2016,Tiffany House,United States,Yuma,Arizona,West,Technology,185.528,7
21-02-2015,Pierre Wener,United States,Columbia,Maryland,East,Office Supplies,2541.98,2
16-10-2017,Gary Hansen,United States,Yuma,Arizona,West,Technology,599.985,5
22-06-2017,Joe Kamberova,United States,Chicago,Illinois,Central,Office Supplies,3.036,3
09-09-2017,Logan Currie,United States,Cleveland,Ohio,East,Office Supplies,25.92,5
09-09-2017,Logan Currie,United States,Cleveland,Ohio,East,Furniture,66.112,2
14-10-2017,Berenike Kampe,United States,San Francisco,California,West,Technology,46.36,4
20-06-2016,Bill Shonely,United States,Oklahoma City,Oklahoma,Central,Technology,6.9,1
20-06-2016,Bill Shonely,United States,Oklahoma City,Oklahoma,Central,Furniture,57.69,3
02-09-2014,Andy Gerbode,United States,Houston,Texas,Central,Technology,559.71,3
30-01-2016,Steven Cartwright,United States,San Francisco,California,West,Office Supplies,305.01,9
30-01-2016,Steven Cartwright,United States,San Francisco,California,West,Office Supplies,50.784,2
30-01-2016,Steven Cartwright,United States,San Francisco,California,West,Office Supplies,26.01,9
04-12-2017,Lena Radford,United States,Nashville,Tennessee,South,Technology,649,2
23-01-2016,Christy Brittain,United States,Los Angeles,California,West,Furniture,59.99,7
26-05-2015,Ruben Dartt,United States,Bellevue,Washington,West,Furniture,20.24,1
04-05-2014,Nat Carroll,United States,Houston,Texas,Central,Office Supplies,37.84,2
04-05-2014,Nat Carroll,United States,Houston,Texas,Central,Office Supplies,5.472,6
10-02-2015,Nona Balk,United States,Philadelphia,Pennsylvania,East,Office Supplies,77.24,5
18-11-2014,Joe Kamberova,United States,Des Plaines,Illinois,Central,Furniture,292.1,4
18-11-2014,Joe Kamberova,United States,Des Plaines,Illinois,Central,Furniture,8.544,2
18-11-2014,Joe Kamberova,United States,Des Plaines,Illinois,Central,Furniture,424.116,6
18-11-2014,Joe Kamberova,United States,Des Plaines,Illinois,Central,Office Supplies,2.892,3
18-11-2014,Joe Kamberova,United States,Des Plaines,Illinois,Central,Office Supplies,381.72,5
04-09-2017,Doug O'Connell,United States,Boynton Beach,Florida,South,Furniture,97.184,2
04-09-2017,Doug O'Connell,United States,Boynton Beach,Florida,South,Office Supplies,10.368,2
29-03-2014,Mike Gockenbach,United States,Plano,Texas,Central,Furniture,890.841,3
05-11-2016,Logan Haushalter,United States,San Jose,California,West,Technology,72,4
05-11-2016,Logan Haushalter,United States,San Jose,California,West,Furniture,113.888,2
05-11-2016,Logan Haushalter,United States,San Jose,California,West,Office Supplies,158.13,3
10-06-2017,Muhammed MacIntyre,United States,New York City,New York,East,Office Supplies,14.13,3
10-08-2015,Bill Donatelli,United States,Detroit,Michigan,Central,Office Supplies,64.75,5
09-10-2015,Sonia Cooley,United States,Miami,Florida,South,Office Supplies,1.872,2
09-10-2015,Sonia Cooley,United States,Miami,Florida,South,Office Supplies,11.214,2
09-10-2015,Sonia Cooley,United States,Miami,Florida,South,Office Supplies,37.376,8
28-05-2016,Tanja Norvell,United States,Park Ridge,Illinois,Central,Technology,286.4,1
11-05-2017,Zuschuss Carroll,United States,New York City,New York,East,Office Supplies,43.92,3
16-10-2016,Nona Balk,United States,New York City,New York,East,Furniture,142.182,1
17-11-2017,Katharine Harms,United States,Hillsboro,Oregon,West,Office Supplies,19.608,3
17-11-2017,Katharine Harms,United States,Hillsboro,Oregon,West,Office Supplies,4.158,7
26-11-2017,Michael Nguyen,United States,New York City,New York,East,Technology,979.95,5
26-11-2017,Michael Nguyen,United States,New York City,New York,East,Furniture,135.3,5
03-09-2017,Muhammed Yedwab,United States,Chicago,Illinois,Central,Office Supplies,8.904,3
03-09-2017,Muhammed Yedwab,United States,Chicago,Illinois,Central,Technology,100.8,2
05-12-2017,Carlos Soltero,United States,New York City,New York,East,Furniture,41.96,2
05-12-2017,Carlos Soltero,United States,New York City,New York,East,Office Supplies,9.45,3
10-11-2017,Michael Chen,United States,Pasco,Washington,West,Office Supplies,400.8,5
10-11-2017,Michael Chen,United States,Pasco,Washington,West,Office Supplies,28.792,1
18-03-2014,Sample Company A,United States,Burbank,California,West,Furniture,111,2
18-03-2014,Sample Company A,United States,Burbank,California,West,Technology,1279.968,4
18-03-2014,Sample Company A,United States,Burbank,California,West,Office Supplies,1856.19,7
12-11-2016,Stephanie Phelps,United States,Chicago,Illinois,Central,Furniture,22.752,6
26-10-2017,Shaun Chance,United States,Lancaster,Pennsylvania,East,Technology,61.542,1
26-10-2017,Shaun Chance,United States,Lancaster,Pennsylvania,East,Office Supplies,81.438,7
11-04-2015,Patrick Ryan,United States,Tampa,Florida,South,Furniture,67.36,2
11-04-2015,Patrick Ryan,United States,Tampa,Florida,South,Furniture,54.528,3
25-12-2015,Jim Karlsson,United States,New York City,New York,East,Technology,843.9,2
25-12-2015,Jim Karlsson,United States,New York City,New York,East,Furniture,449.568,2
21-09-2017,Brendan Murry,United States,Los Angeles,California,West,Office Supplies,15.51,1
20-12-2014,Suzanne McNair,United States,New York City,New York,East,Furniture,192.186,3
18-07-2015,Karen Carlisle,United States,New York City,New York,East,Office Supplies,5.76,2
26-07-2014,Sheri Gordon,United States,Atlanta,Georgia,South,Furniture,67.88,2
26-07-2014,Sheri Gordon,United States,Atlanta,Georgia,South,Office Supplies,162.89,13
26-07-2014,Sheri Gordon,United States,Atlanta,Georgia,South,Furniture,25.71,3
26-12-2014,Tracy Blumstein,United States,New York City,New York,East,Office Supplies,191.88,6
11-12-2017,Darrin Van Huff,United States,Jacksonville,Florida,South,Furniture,721.875,6
11-12-2017,Darrin Van Huff,United States,Jacksonville,Florida,South,Technology,73.568,4
11-12-2017,Darrin Van Huff,United States,Jacksonville,Florida,South,Office Supplies,13.584,1
11-12-2017,Darrin Van Huff,United States,Jacksonville,Florida,South,Furniture,64.784,1
03-03-2014,Sam Craven,United States,Houston,Texas,Central,Office Supplies,176.772,3
21-10-2017,Jennifer Braxton,United States,Milwaukee,Wisconsin,Central,Office Supplies,38.82,6
21-10-2017,Jennifer Braxton,United States,Milwaukee,Wisconsin,Central,Office Supplies,21.9,5
10-11-2017,Gary Hwang,United States,Modesto,California,West,Technology,111.79,7
16-03-2017,Matthew Grinstein,United States,Lakewood,Ohio,East,Technology,445.44,8
22-09-2016,Robert Dilbeck,United States,Philadelphia,Pennsylvania,East,Office Supplies,16.52,5
06-02-2017,Skye Norling,United States,San Francisco,California,West,Office Supplies,29.9,5
31-12-2015,Anna Häberlin,United States,Detroit,Michigan,Central,Office Supplies,116.4,8
09-10-2016,Maria Zettner,United States,Phoenix,Arizona,West,Office Supplies,1.408,1
09-10-2016,Maria Zettner,United States,Phoenix,Arizona,West,Furniture,169.568,2
30-12-2014,Alex Russell,United States,Philadelphia,Pennsylvania,East,Technology,251.964,6
30-12-2014,Alex Russell,United States,Philadelphia,Pennsylvania,East,Furniture,523.764,3
12-04-2016,Jason Fortune-,United States,Los Angeles,California,West,Office Supplies,19.44,3
12-04-2016,Jason Fortune-,United States,Los Angeles,California,West,Furniture,194.352,3
12-04-2016,Jason Fortune-,United States,Los Angeles,California,West,Office Supplies,36.624,3
28-11-2016,David Smith,United States,Philadelphia,Pennsylvania,East,Technology,340.182,3
28-11-2016,David Smith,United States,Philadelphia,Pennsylvania,East,Office Supplies,12.672,8
28-11-2016,David Smith,United States,Philadelphia,Pennsylvania,East,Office Supplies,6.888,2
28-11-2016,David Smith,United States,Philadelphia,Pennsylvania,East,Office Supplies,32.544,2
28-11-2016,David Smith,United States,Philadelphia,Pennsylvania,East,Furniture,347.802,7
15-04-2017,Bart Pistole,United States,Miami,Florida,South,Office Supplies,15.57,3
09-03-2015,Toby Gnade,United States,Raleigh,North Carolina,South,Office Supplies,4.608,2
28-10-2014,Bill Tyler,United States,Garden City,Kansas,Central,Technology,257.98,2
07-01-2017,Jamie Frazer,United States,Long Beach,California,West,Office Supplies,153.78,11
07-01-2017,Jamie Frazer,United States,Long Beach,California,West,Office Supplies,61.02,3
07-01-2017,Jamie Frazer,United States,Long Beach,California,West,Office Supplies,110.11,7
07-01-2017,Jamie Frazer,United States,Long Beach,California,West,Office Supplies,7.89,1
13-08-2017,Michael Kennedy,United States,San Diego,California,West,Office Supplies,36.024,3
02-11-2017,Greg Guthrie,United States,Bloomington,Illinois,Central,Office Supplies,54.336,4
19-09-2014,Mike Caudle,United States,Seattle,Washington,West,Office Supplies,92.52,6
31-05-2015,Muhammed Lee,United States,Fayetteville,North Carolina,South,Office Supplies,10.272,3
13-09-2016,Alejandro Grove,United States,Omaha,Nebraska,Central,Office Supplies,40.74,3
13-09-2016,Alejandro Grove,United States,Omaha,Nebraska,Central,Office Supplies,14.4,5
13-09-2016,Alejandro Grove,United States,Omaha,Nebraska,Central,Technology,149.95,5
13-09-2016,Alejandro Grove,United States,Omaha,Nebraska,Central,Office Supplies,16.9,2
13-09-2016,Alejandro Grove,United States,Omaha,Nebraska,Central,Office Supplies,17.61,3
13-09-2016,Alejandro Grove,United States,Omaha,Nebraska,Central,Office Supplies,378,2
13-09-2016,Alejandro Grove,United States,Omaha,Nebraska,Central,Office Supplies,17.64,3
13-09-2016,Alejandro Grove,United States,Omaha,Nebraska,Central,Office Supplies,373.08,6
13-09-2016,Alejandro Grove,United States,Omaha,Nebraska,Central,Furniture,1336.44,14
13-09-2016,Alejandro Grove,United States,Omaha,Nebraska,Central,Technology,29.97,3
29-11-2017,Ted Trevino,United States,Chattanooga,Tennessee,South,Furniture,390.368,2
29-11-2017,Ted Trevino,United States,Chattanooga,Tennessee,South,Furniture,101.52,5
04-12-2017,Larry Tron,United States,Fairfield,Ohio,East,Office Supplies,74.352,3
02-05-2017,Dorothy Dickinson,United States,Los Angeles,California,West,Office Supplies,15.7,5
02-05-2017,Dorothy Dickinson,United States,Los Angeles,California,West,Office Supplies,59.52,3
02-05-2017,Dorothy Dickinson,United States,Los Angeles,California,West,Office Supplies,34.4,5
25-12-2016,Darren Budd,United States,New York City,New York,East,Furniture,313.176,2
25-12-2016,Darren Budd,United States,New York City,New York,East,Furniture,866.646,3
30-09-2014,Dario Medina,United States,Fairfield,Ohio,East,Office Supplies,795.408,6
12-07-2014,Max Engle,United States,Chicago,Illinois,Central,Office Supplies,35.856,9
12-07-2014,Max Engle,United States,Chicago,Illinois,Central,Technology,23.84,4
08-09-2016,Toby Ritter,United States,Seattle,Washington,West,Furniture,43.13,1
08-09-2016,Toby Ritter,United States,Seattle,Washington,West,Office Supplies,30.87,7
06-08-2017,Shahid Hopkins,United States,New York City,New York,East,Office Supplies,70.12,4
14-05-2015,Claudia Bergmann,United States,Camarillo,California,West,Furniture,509.9575,5
14-05-2015,Claudia Bergmann,United States,Camarillo,California,West,Furniture,122.91,3
14-05-2015,Claudia Bergmann,United States,Camarillo,California,West,Furniture,97.568,2
14-05-2015,Claudia Bergmann,United States,Camarillo,California,West,Furniture,722.352,3
20-01-2017,Maris LaWare,United States,Chicago,Illinois,Central,Office Supplies,11.52,5
30-05-2016,Jason Gross,United States,Los Angeles,California,West,Furniture,167.84,8
08-04-2014,John Stevenson,United States,Toledo,Ohio,East,Furniture,172.11,1
23-07-2014,Alejandro Grove,United States,New York City,New York,East,Technology,99.98,2
30-05-2017,Michael Granlund,United States,Tigard,Oregon,West,Technology,156.792,1
30-05-2017,Michael Granlund,United States,Tigard,Oregon,West,Technology,35.36,2
30-05-2017,Michael Granlund,United States,Tigard,Oregon,West,Furniture,13.592,1
13-03-2016,Stewart Carmichael,United States,Philadelphia,Pennsylvania,East,Furniture,386.68,2
13-03-2016,Stewart Carmichael,United States,Philadelphia,Pennsylvania,East,Technology,379.96,5
13-03-2016,Stewart Carmichael,United States,Philadelphia,Pennsylvania,East,Technology,539.91,3
13-03-2016,Stewart Carmichael,United States,Philadelphia,Pennsylvania,East,Office Supplies,41.24,5
13-03-2016,Stewart Carmichael,United States,Philadelphia,Pennsylvania,East,Office Supplies,51.897,1
13-03-2016,Stewart Carmichael,United States,Philadelphia,Pennsylvania,East,Office Supplies,552.56,5
13-03-2016,Stewart Carmichael,United States,Philadelphia,Pennsylvania,East,Office Supplies,23.16,5
13-03-2016,Stewart Carmichael,United States,Philadelphia,Pennsylvania,East,Office Supplies,126.08,2
13-03-2016,Stewart Carmichael,United States,Philadelphia,Pennsylvania,East,Technology,449.1,3
10-04-2017,Bruce Stewart,United States,Philadelphia,Pennsylvania,East,Office Supplies,195.104,4
10-04-2017,Bruce Stewart,United States,Philadelphia,Pennsylvania,East,Furniture,36.672,3
25-06-2016,Logan Currie,United States,Houston,Texas,Central,Furniture,85.246,2
25-06-2016,Logan Currie,United States,Houston,Texas,Central,Furniture,32.712,2
17-03-2014,Mark Haberlin,United States,Jackson,Mississippi,South,Office Supplies,11.43,3
17-03-2014,Mark Haberlin,United States,Jackson,Mississippi,South,Office Supplies,30.44,2
17-03-2014,Mark Haberlin,United States,Jackson,Mississippi,South,Office Supplies,12.96,2
17-03-2014,Mark Haberlin,United States,Jackson,Mississippi,South,Office Supplies,16,4
17-03-2014,Mark Haberlin,United States,Jackson,Mississippi,South,Office Supplies,32.67,3
09-08-2014,Roger Demir,United States,Phoenix,Arizona,West,Office Supplies,4.464,3
09-08-2014,Roger Demir,United States,Phoenix,Arizona,West,Office Supplies,9.345,5
26-07-2015,Bart Pistole,United States,Oxnard,California,West,Office Supplies,9.144,3
26-07-2015,Bart Pistole,United States,Oxnard,California,West,Office Supplies,23.136,6
26-07-2015,Bart Pistole,United States,Oxnard,California,West,Office Supplies,99.2,5
15-02-2014,Barry Französisch,United States,Seattle,Washington,West,Office Supplies,21.36,5
24-03-2015,Cathy Prescott,United States,Covington,Washington,West,Furniture,46.9,5
02-09-2017,Janet Lee,United States,Los Angeles,California,West,Office Supplies,18.72,5
02-09-2017,Janet Lee,United States,Los Angeles,California,West,Furniture,236.528,2
16-11-2015,John Grady,United States,San Diego,California,West,Office Supplies,18.9,3
09-12-2014,Victoria Pisteka,United States,Brownsville,Texas,Central,Office Supplies,10.688,2
09-12-2014,Victoria Pisteka,United States,Brownsville,Texas,Central,Office Supplies,237.096,3
03-02-2017,Ross DeVincentis,United States,Chicago,Illinois,Central,Office Supplies,5.184,1
03-02-2017,Ross DeVincentis,United States,Chicago,Illinois,Central,Office Supplies,65.584,2
03-02-2017,Ross DeVincentis,United States,Chicago,Illinois,Central,Furniture,22.2,1
03-02-2017,Ross DeVincentis,United States,Chicago,Illinois,Central,Office Supplies,419.4,5
11-11-2017,Michelle Huthwaite,United States,Knoxville,Tennessee,South,Furniture,88.92,5
17-09-2017,Sanjit Jacobs,United States,Houston,Texas,Central,Office Supplies,9.912,3
17-09-2017,Sanjit Jacobs,United States,Houston,Texas,Central,Furniture,318.43,5
17-09-2017,Sanjit Jacobs,United States,Houston,Texas,Central,Office Supplies,5.8,5
17-09-2017,Sanjit Jacobs,United States,Houston,Texas,Central,Technology,1415.76,6
25-06-2017,Fred McMath,United States,Bolingbrook,Illinois,Central,Technology,148.48,2
30-07-2016,Katherine Hughes,United States,Chicago,Illinois,Central,Office Supplies,9.248,4
30-07-2016,Katherine Hughes,United States,Chicago,Illinois,Central,Office Supplies,1036.624,2
16-04-2015,Lauren Leatherbury,United States,Waynesboro,Virginia,South,Technology,569.64,2
16-04-2015,Lauren Leatherbury,United States,Waynesboro,Virginia,South,Office Supplies,9.14,1
16-04-2015,Lauren Leatherbury,United States,Waynesboro,Virginia,South,Furniture,1196.86,7
16-04-2015,Lauren Leatherbury,United States,Waynesboro,Virginia,South,Furniture,523.26,9
11-04-2015,Andy Reiter,United States,Los Angeles,California,West,Technology,639.968,4
11-04-2015,Andy Reiter,United States,Los Angeles,California,West,Office Supplies,52.76,2
27-02-2015,Nora Paige,United States,Seattle,Washington,West,Technology,538.92,9
08-09-2016,Liz Preis,United States,Visalia,California,West,Office Supplies,14.88,2
08-09-2016,Liz Preis,United States,Visalia,California,West,Office Supplies,34.24,8
08-09-2016,Liz Preis,United States,Visalia,California,West,Office Supplies,261.74,2
19-05-2016,Anna Häberlin,United States,Los Angeles,California,West,Office Supplies,87.84,8
11-11-2017,Thomas Brumley,United States,Los Angeles,California,West,Furniture,34.92,4
15-09-2014,Alex Avila,United States,New York City,New York,East,Office Supplies,14.94,3
15-09-2014,Alex Avila,United States,New York City,New York,East,Furniture,14.56,2
15-09-2015,Ann Chong,United States,Philadelphia,Pennsylvania,East,Office Supplies,3.576,4
15-09-2015,Ann Chong,United States,Philadelphia,Pennsylvania,East,Office Supplies,147.184,2
01-07-2016,Eugene Moren,United States,Lehi,Utah,West,Technology,1499.95,5
10-04-2016,Quincy Jones,United States,Chicago,Illinois,Central,Office Supplies,13.568,4
06-01-2014,Maria Etezadi,United States,Henderson,Kentucky,South,Furniture,2573.82,9
06-01-2014,Maria Etezadi,United States,Henderson,Kentucky,South,Office Supplies,609.98,2
06-01-2014,Maria Etezadi,United States,Henderson,Kentucky,South,Office Supplies,5.48,2
06-01-2014,Maria Etezadi,United States,Henderson,Kentucky,South,Technology,391.98,2
06-01-2014,Maria Etezadi,United States,Henderson,Kentucky,South,Technology,755.96,4
06-01-2014,Maria Etezadi,United States,Henderson,Kentucky,South,Office Supplies,31.12,4
06-01-2014,Maria Etezadi,United States,Henderson,Kentucky,South,Office Supplies,6.54,1
01-09-2016,Laurel Beltran,United States,Huntington Beach,California,West,Office Supplies,12.78,1
23-09-2014,Julie Prescott,United States,New York City,New York,East,Office Supplies,18.464,4
15-12-2014,Ed Braxton,United States,Philadelphia,Pennsylvania,East,Furniture,445.802,7
28-12-2017,Christopher Schild,United States,Fargo,North Dakota,Central,Office Supplies,2.48,1
28-12-2017,Christopher Schild,United States,Fargo,North Dakota,Central,Office Supplies,25.9,5
19-12-2015,Peter McVee,United States,Dover,New Hampshire,East,Office Supplies,29.9,5
19-12-2015,Peter McVee,United States,Dover,New Hampshire,East,Technology,2249.91,9
19-12-2015,Peter McVee,United States,Dover,New Hampshire,East,Furniture,1053.164,4
05-11-2017,Anna Andreadi,United States,San Diego,California,West,Office Supplies,12.96,2
10-09-2015,Frank Atkinson,United States,Los Angeles,California,West,Furniture,106.68,6
16-11-2017,Charlotte Melton,United States,Utica,New York,East,Technology,119.94,6
11-09-2017,Cindy Chapman,United States,Houston,Texas,Central,Office Supplies,10.272,3
11-09-2017,Cindy Chapman,United States,Houston,Texas,Central,Furniture,512.19,5
11-09-2017,Cindy Chapman,United States,Houston,Texas,Central,Office Supplies,1.556,2
14-07-2017,Toby Carlisle,United States,Westminster,California,West,Office Supplies,4.448,2
14-07-2017,Toby Carlisle,United States,Westminster,California,West,Furniture,276.69,3
14-07-2017,Toby Carlisle,United States,Westminster,California,West,Office Supplies,4.96,4
14-07-2017,Toby Carlisle,United States,Westminster,California,West,Office Supplies,71.92,4
14-07-2017,Toby Carlisle,United States,Westminster,California,West,Furniture,18.84,3
14-07-2017,Toby Carlisle,United States,Westminster,California,West,Technology,140.97,3
14-07-2017,Toby Carlisle,United States,Westminster,California,West,Technology,470.376,3
30-03-2017,Tom Boeckenhauer,United States,Los Angeles,California,West,Office Supplies,6.08,2
30-03-2017,Tom Boeckenhauer,United States,Los Angeles,California,West,Technology,164.792,1
31-01-2016,Jason Klamczynski,United States,Atlantic City,New Jersey,East,Office Supplies,23.36,2
08-06-2017,Ben Wallace,United States,Skokie,Illinois,Central,Office Supplies,12.176,4
02-11-2014,Shahid Hopkins,United States,San Francisco,California,West,Technology,46.384,2
02-11-2014,Shahid Hopkins,United States,San Francisco,California,West,Office Supplies,362.92,2
14-07-2017,John Lee,United States,Columbus,Ohio,East,Office Supplies,9.248,2
14-07-2017,John Lee,United States,Columbus,Ohio,East,Technology,1889.946,9
14-07-2017,John Lee,United States,Columbus,Ohio,East,Office Supplies,62.04,5
14-07-2017,John Lee,United States,Columbus,Ohio,East,Furniture,396.92,5
14-07-2017,John Lee,United States,Columbus,Ohio,East,Office Supplies,239.456,7
14-07-2017,John Lee,United States,Columbus,Ohio,East,Office Supplies,13.12,5
09-12-2017,John Lee,United States,Richmond,Kentucky,South,Office Supplies,29.36,2
09-12-2017,John Lee,United States,Richmond,Kentucky,South,Office Supplies,214.9,5
09-12-2017,John Lee,United States,Richmond,Kentucky,South,Office Supplies,15.92,4
09-12-2017,John Lee,United States,Richmond,Kentucky,South,Technology,146.45,5
09-12-2017,John Lee,United States,Richmond,Kentucky,South,Office Supplies,15.14,1
09-12-2017,John Lee,United States,Richmond,Kentucky,South,Office Supplies,5.76,2
09-12-2017,John Lee,United States,Richmond,Kentucky,South,Technology,1399.98,2
05-09-2016,Maribeth Dona,United States,Lancaster,Ohio,East,Office Supplies,8.952,2
05-09-2016,Maribeth Dona,United States,Lancaster,Ohio,East,Office Supplies,8.856,6
05-09-2016,Maribeth Dona,United States,Lancaster,Ohio,East,Furniture,85.246,2
10-09-2014,Clay Ludtke,United States,Gresham,Oregon,West,Office Supplies,21.728,7
10-09-2014,Clay Ludtke,United States,Gresham,Oregon,West,Furniture,1487.04,5
26-09-2017,Ruben Ausman,United States,San Francisco,California,West,Office Supplies,71.88,6
26-09-2017,Ruben Ausman,United States,San Francisco,California,West,Furniture,9.24,3
26-09-2017,Ruben Ausman,United States,San Francisco,California,West,Office Supplies,35.88,6
26-09-2017,Ruben Ausman,United States,San Francisco,California,West,Office Supplies,17.04,3
26-09-2017,Ruben Ausman,United States,San Francisco,California,West,Office Supplies,931.176,3
17-06-2016,Lena Creighton,United States,Longmont,Colorado,West,Furniture,266.352,3
17-06-2016,Lena Creighton,United States,Longmont,Colorado,West,Furniture,483.136,4
25-02-2017,Scot Wooten,United States,Greenville,North Carolina,South,Furniture,196.784,2
25-02-2017,Scot Wooten,United States,Greenville,North Carolina,South,Furniture,231.92,5
31-03-2017,Henry Goldwyn,United States,Los Angeles,California,West,Office Supplies,29.7,3
03-12-2017,Mark Van Huff,United States,Houston,Texas,Central,Furniture,13.592,2
19-02-2016,Greg Tran,United States,San Francisco,California,West,Office Supplies,70.88,2
02-12-2017,Bill Stewart,United States,Denver,Colorado,West,Office Supplies,114.288,1
02-12-2017,Bill Stewart,United States,Denver,Colorado,West,Office Supplies,36.624,8
02-12-2017,Bill Stewart,United States,Denver,Colorado,West,Furniture,242.352,8
02-12-2017,Bill Stewart,United States,Denver,Colorado,West,Technology,49.616,2
02-12-2017,Bill Stewart,United States,Denver,Colorado,West,Furniture,508.704,6
02-12-2017,Bill Stewart,United States,Denver,Colorado,West,Technology,57.36,6
02-12-2017,Bill Stewart,United States,Denver,Colorado,West,Furniture,906.68,5
10-10-2014,Craig Molinari,United States,Huntsville,Texas,Central,Technology,719.952,6
10-10-2014,Craig Molinari,United States,Huntsville,Texas,Central,Technology,755.944,7
10-10-2014,Craig Molinari,United States,Huntsville,Texas,Central,Office Supplies,11.98,5
10-10-2014,Craig Molinari,United States,Huntsville,Texas,Central,Office Supplies,0.898,1
05-09-2016,Elizabeth Moffitt,United States,Houston,Texas,Central,Furniture,21.204,3
20-11-2014,Katharine Harms,United States,New York City,New York,East,Office Supplies,34.74,3
20-11-2014,Katharine Harms,United States,New York City,New York,East,Technology,833.94,6
20-11-2014,Katharine Harms,United States,New York City,New York,East,Office Supplies,12.96,3
20-11-2014,Katharine Harms,United States,New York City,New York,East,Office Supplies,25.92,4
10-05-2014,Art Foster,United States,Philadelphia,Pennsylvania,East,Furniture,349.965,7
